iteration,objective,models_used,best_model,changes_vs_previous,preprocessing_steps,hyperparameters,n_features,features,cv_rmse,cv_mae,cv_r2,holdout_rmse,holdout_mae,holdout_r2
2,Improve RMSE via feature engineering and stronger models,"RandomForest_v2, MLPRegressor",RandomForest_v2,"Added engineered features: rooms_per_m2, is_furnished, has_balcony, is_luxurious, is_temporary, is_zurich_city; upgraded RandomForest (deeper, more trees); added MLPRegressor with StandardScaler",Median imputation + StandardScaler for numerics; mode imputation + OneHotEncoder for categoricals; constant-0 imputation for binary flags,"n_estimators=200, max_depth=15, min_samples_leaf=2, max_features=sqrt",9,"rooms, area, rooms_per_m2, municipality, is_furnished, is_temporary, has_balcony, is_luxurious, is_zurich_city",798.1,515.3,0.5842,840.3,504.1,0.5635
