iteration,model_name,is_best,cv_rmse_mean,cv_rmse_std,cv_mae_mean,cv_mae_std,cv_r2_mean,cv_r2_std,holdout_rmse,holdout_mae,holdout_r2
2,RandomForest_v2,True,798.060710017792,164.27992799206186,515.3360737463354,63.18275508286902,0.5842210378128934,0.0989654564795718,840.3,504.1,0.5635
2,MLPRegressor,False,886.4550682453095,168.07099907173352,577.7328973205472,85.21288512889127,0.46821288708528447,0.1823211084161011,,,
